Sector,Region,Year,Emissions_Mt
Organic Soil,Eastern Europe and West-Central Asia,2001,119.38870321949
Other Land,Eastern Europe and West-Central Asia,2001,14.161475607464
Deforestation,Europe,2001,1.1896226310656
Fires,Europe,2001,37.242426860303
Forest Land,Europe,2001,-551.49046592668
Organic Soil,Europe,2001,197.70450869974
Other Land,Europe,2001,12.807455242336
Deforestation,Latin America and Caribbean,2001,2821.5652532778
Fires,Latin America and Caribbean,2001,100.56820131319
Forest Land,Latin America and Caribbean,2001,-2288.6280889602
Organic Soil,Latin America and Caribbean,2001,13.022456653174
Other Land,Latin America and Caribbean,2001,15.56082369018
Deforestation,Middle East,2001,0.0021613506391059
Fires,Middle East,2001,4.6678129689685
Forest Land,Middle East,2001,-5.1185671002616
Other Land,Middle East,2001,-1.1644663420868
Deforestation,North America,2001,71.760342418177
Fires,North America,2001,115.9844454378
Forest Land,North America,2001,-525.1185949851
Organic Soil,North America,2001,96.403796829262
Other Land,North America,2001,-135.60679563634
Deforestation,South-East Asia and Pacific,2001,1196.0313948249
Fires,South-East Asia and Pacific,2001,96.228668417161
Forest Land,South-East Asia and Pacific,2001,-175.8047672712
Organic Soil,South-East Asia and Pacific,2001,480.61416122158
Other Land,South-East Asia and Pacific,2001,395.18702730144
Deforestation,Southern Asia,2001,37.726312048687
Fires,Southern Asia,2001,6.298668266563
Forest Land,Southern Asia,2001,883.60925300554
Organic Soil,Southern Asia,2001,26.509023642137
Other Land,Southern Asia,2001,-0.079827982839102
Deforestation,Africa,2002,1221.7505760144
Fires,Africa,2002,674.07132111044
Forest Land,Africa,2002,-1903.2247418433
Organic Soil,Africa,2002,60.222365753352
Other Land,Africa,2002,-134.06335204006
Deforestation,"Australia, Japan, and New Zealand",2002,17.342806851594
Fires,"Australia, Japan, and New Zealand",2002,1119.8007965015
Forest Land,"Australia, Japan, and New Zealand",2002,-483.00571467491
Organic Soil,"Australia, Japan, and New Zealand",2002,10.725160442839
Other Land,"Australia, Japan, and New Zealand",2002,0.73304291612729
Deforestation,Eastern Asia,2002,1.2188816823019
Fires,Eastern Asia,2002,13.79540285575
Forest Land,Eastern Asia,2002,-652.85030743276
Organic Soil,Eastern Asia,2002,26.274617906143
Other Land,Eastern Asia,2002,-179.37172427869
Deforestation,Eastern Europe and West-Central Asia,2002,0.1279135719886
Fires,Eastern Europe and West-Central Asia,2002,333.46737524196
Forest Land,Eastern Europe and West-Central Asia,2002,-1976.9472677783
Organic Soil,Eastern Europe and West-Central Asia,2002,119.22588843309
Other Land,Eastern Europe and West-Central Asia,2002,-7.1744913316966
Deforestation,Europe,2002,1.1043529372392
Fires,Europe,2002,3.05400538968
Forest Land,Europe,2002,-538.908691114
Organic Soil,Europe,2002,198.22987505903
Other Land,Europe,2002,5.7721465742095
Deforestation,Latin America and Caribbean,2002,2905.6299024229
Fires,Latin America and Caribbean,2002,44.30570513986
Forest Land,Latin America and Caribbean,2002,-2243.0012804375
Organic Soil,Latin America and Caribbean,2002,13.051881410335
Other Land,Latin America and Caribbean,2002,3.6629709185098
Deforestation,Middle East,2002,0.0021365869011914
Fires,Middle East,2002,1.04284671429
Forest Land,Middle East,2002,-7.3282255854146
Other Land,Middle East,2002,-1.1644663420868
Deforestation,North America,2002,75.181910531391
Fires,North America,2002,113.80995164289
Forest Land,North America,2002,-506.83522728268
Organic Soil,North America,2002,96.623014568659
Other Land,North America,2002,-105.84876418232
Deforestation,South-East Asia and Pacific,2002,1653.1334565617
Fires,South-East Asia and Pacific,2002,404.42875815996
Forest Land,South-East Asia and Pacific,2002,-106.78282642872
Organic Soil,South-East Asia and Pacific,2002,478.68937339951
Other Land,South-East Asia and Pacific,2002,398.76353109999
Deforestation,Southern Asia,2002,18.482662886588
Fires,Southern Asia,2002,0.59166375802
Forest Land,Southern Asia,2002,845.92315514812
Organic Soil,Southern Asia,2002,26.461860289728
Other Land,Southern Asia,2002,-0.079827982839102
Deforestation,Africa,2003,898.49306698766
Fires,Africa,2003,520.26056741555
Forest Land,Africa,2003,-1820.0709440201
Organic Soil,Africa,2003,60.184569190694
Other Land,Africa,2003,-135.03490326834
Deforestation,"Australia, Japan, and New Zealand",2003,13.414438068258
Fires,"Australia, Japan, and New Zealand",2003,284.6455428697
Forest Land,"Australia, Japan, and New Zealand",2003,-485.12090634832
Organic Soil,"Australia, Japan, and New Zealand",2003,10.606249005803
Other Land,"Australia, Japan, and New Zealand",2003,8.4256457986928
Deforestation,Eastern Asia,2003,1.688695506
Fires,Eastern Asia,2003,39.94796517473
Forest Land,Eastern Asia,2003,-643.38828340447
Organic Soil,Eastern Asia,2003,26.286927564426
Other Land,Eastern Asia,2003,-179.37172427869
Deforestation,Eastern Europe and West-Central Asia,2003,0.10935003703304
Fires,Eastern Europe and West-Central Asia,2003,454.96463148143
Forest Land,Eastern Europe and West-Central Asia,2003,-1952.9300526079
Organic Soil,Eastern Europe and West-Central Asia,2003,118.99854920599
Other Land,Eastern Europe and West-Central Asia,2003,-108.68854368016
Deforestation,Europe,2003,0.98946447211492
Fires,Europe,2003,15.02848251788
Forest Land,Europe,2003,-520.15808169137
Organic Soil,Europe,2003,197.97514524757
Other Land,Europe,2003,-32.451525048129
Deforestation,Latin America and Caribbean,2003,3207.3179863396
Fires,Latin America and Caribbean,2003,87.36134744603
Forest Land,Latin America and Caribbean,2003,-2153.5830669979
Organic Soil,Latin America and Caribbean,2003,13.023925452413
Other Land,Latin America and Caribbean,2003,92.431129749148
Deforestation,Middle East,2003,0.0035425091318555
Fires,Middle East,2003,0.83794616664
Forest Land,Middle East,2003,-5.891163669813
Other Land,Middle East,2003,-1.1644663420868
Deforestation,North America,2003,68.518811546066
Fires,North America,2003,119.52915327067
Forest Land,North America,2003,-541.38998762927
Organic Soil,North America,2003,96.871459819584
Other Land,North America,2003,-120.81734431162
Deforestation,South-East Asia and Pacific,2003,892.33104022314
Fires,South-East Asia and Pacific,2003,126.21489661558
Forest Land,South-East Asia and Pacific,2003,-43.326708912619
Organic Soil,South-East Asia and Pacific,2003,488.86066119675
Other Land,South-East Asia and Pacific,2003,330.28168842678
Deforestation,Southern Asia,2003,11.024999394476
Fires,Southern Asia,2003,3.55943173779
Forest Land,Southern Asia,2003,927.48491849241
Organic Soil,Southern Asia,2003,26.442067764722
Other Land,Southern Asia,2003,-0.079827982839102
Deforestation,Africa,2004,810.4782895946
Fires,Africa,2004,577.88169838689
Forest Land,Africa,2004,-1799.2497684405
Organic Soil,Africa,2004,60.217066284329
Other Land,Africa,2004,-134.45540212437
Deforestation,"Australia, Japan, and New Zealand",2004,11.094062183312
Fires,"Australia, Japan, and New Zealand",2004,579.86101575273
Forest Land,"Australia, Japan, and New Zealand",2004,-485.55347705853
Organic Soil,"Australia, Japan, and New Zealand",2004,10.780252520758
Other Land,"Australia, Japan, and New Zealand",2004,0.7912927798421
Deforestation,Eastern Asia,2004,3.134926447346
Fires,Eastern Asia,2004,22.3338004053
Forest Land,Eastern Asia,2004,-637.27719378969
Organic Soil,Eastern Asia,2004,26.362110876769002
Other Land,Eastern Asia,2004,-179.37172427869
Deforestation,Eastern Europe and West-Central Asia,2004,0.16891732319533
Fires,Eastern Europe and West-Central Asia,2004,259.94842685732
Forest Land,Eastern Europe and West-Central Asia,2004,-1939.8062885032
Organic Soil,Eastern Europe and West-Central Asia,2004,118.71115167106
Other Land,Eastern Europe and West-Central Asia,2004,1.8783967025544
Deforestation,Europe,2004,2.4412765371475
Fires,Europe,2004,3.28138973712
Forest Land,Europe,2004,-506.39002401823
Organic Soil,Europe,2004,197.18095432667
Other Land,Europe,2004,-9.4716317678664
Deforestation,Latin America and Caribbean,2004,3371.53060084
Fires,Latin America and Caribbean,2004,34.31392073454
Forest Land,Latin America and Caribbean,2004,-2118.6812274663
Organic Soil,Latin America and Caribbean,2004,13.824702221007
Other Land,Latin America and Caribbean,2004,82.004820789866
Deforestation,Middle East,2004,0.0021304715821008
Fires,Middle East,2004,1.05380533565
Forest Land,Middle East,2004,-5.9767189901233
Other Land,Middle East,2004,-1.1644663420868
Deforestation,North America,2004,97.072898179516
Fires,North America,2004,96.04004674418
Forest Land,North America,2004,-478.12464801735
Organic Soil,North America,2004,97.125912255244
Other Land,North America,2004,-135.39508090097
Deforestation,South-East Asia and Pacific,2004,1390.4481411545
Fires,South-East Asia and Pacific,2004,389.79021124761
Forest Land,South-East Asia and Pacific,2004,-15.185147952309
Organic Soil,South-East Asia and Pacific,2004,510.24427216537
Other Land,South-East Asia and Pacific,2004,420.94478511474
Deforestation,Southern Asia,2004,18.144118535518
Fires,Southern Asia,2004,3.00869990424
Forest Land,Southern Asia,2004,962.11886499221
Organic Soil,Southern Asia,2004,26.34568890071
Other Land,Southern Asia,2004,-0.079827982839102
Deforestation,Africa,2005,1063.7929065844
Fires,Africa,2005,617.0737279574
Forest Land,Africa,2005,-1784.7275324298
Organic Soil,Africa,2005,60.283391923092
Other Land,Africa,2005,-131.42485294722
Deforestation,"Australia, Japan, and New Zealand",2005,10.268501344413
Fires,"Australia, Japan, and New Zealand",2005,140.21626225938
Forest Land,"Australia, Japan, and New Zealand",2005,-486.59939914972
Organic Soil,"Australia, Japan, and New Zealand",2005,10.59685921271
Other Land,"Australia, Japan, and New Zealand",2005,9.3245875694752
Deforestation,Eastern Asia,2005,2.9237884300613
Fires,Eastern Asia,2005,16.56654598338
Forest Land,Eastern Asia,2005,-632.28392158381
Organic Soil,Eastern Asia,2005,26.382297304022
Other Land,Eastern Asia,2005,-179.37172427869
Deforestation,Eastern Europe and West-Central Asia,2005,0.10114171224785
Fires,Eastern Europe and West-Central Asia,2005,250.48434427829
Forest Land,Eastern Europe and West-Central Asia,2005,-1931.6811936372
Organic Soil,Eastern Europe and West-Central Asia,2005,118.5396791075
Other Land,Eastern Europe and West-Central Asia,2005,-16.57711906884
Deforestation,Europe,2005,2.2979036946617
Fires,Europe,2005,11.1747297503
Forest Land,Europe,2005,-456.57316335289
Organic Soil,Europe,2005,198.76702326462
Other Land,Europe,2005,-30.244407729921
Deforestation,Latin America and Caribbean,2005,3078.7543216387
Fires,Latin America and Caribbean,2005,43.80003475082
Forest Land,Latin America and Caribbean,2005,-2119.3460743406
Organic Soil,Latin America and Caribbean,2005,13.797580026679
Other Land,Latin America and Caribbean,2005,28.953563772847
Deforestation,Middle East,2005,0.0041852788886203
Fires,Middle East,2005,1.08876484816
Forest Land,Middle East,2005,-5.8202489680505
Other Land,Middle East,2005,-1.1644663420868
Deforestation,North America,2005,93.033521996672
Fires,North America,2005,97.17041850677
Forest Land,North America,2005,-478.33280952271
Organic Soil,North America,2005,97.176394594886
Other Land,North America,2005,-133.43723528564
Deforestation,South-East Asia and Pacific,2005,1190.2427575772
Fires,South-East Asia and Pacific,2005,192.6730855511
Forest Land,South-East Asia and Pacific,2005,-7.910587037518
Organic Soil,South-East Asia and Pacific,2005,495.18548223458
Other Land,South-East Asia and Pacific,2005,451.68549097028
Deforestation,Southern Asia,2005,14.282649309658
Fires,Southern Asia,2005,1.92641430674
Forest Land,Southern Asia,2005,990.30536389247
Organic Soil,Southern Asia,2005,26.326326250019
Other Land,Southern Asia,2005,-0.079827982839102
Deforestation,Africa,2006,1111.516479366
Fires,Africa,2006,542.86737306356
Forest Land,Africa,2006,-1757.5300626104
Organic Soil,Africa,2006,60.290598666675
Other Land,Africa,2006,-132.45698420999
Deforestation,"Australia, Japan, and New Zealand",2006,11.601449157781
Fires,"Australia, Japan, and New Zealand",2006,680.75514952079
Forest Land,"Australia, Japan, and New Zealand",2006,-481.86090729096
Organic Soil,"Australia, Japan, and New Zealand",2006,10.539417980346
Other Land,"Australia, Japan, and New Zealand",2006,22.488257866997
Deforestation,Eastern Asia,2006,3.3553707558986
Fires,Eastern Asia,2006,15.69809600423
Forest Land,Eastern Asia,2006,-626.12096204046
Organic Soil,Eastern Asia,2006,26.3994869779
Other Land,Eastern Asia,2006,-197.94036843986
Deforestation,Eastern Europe and West-Central Asia,2006,0.11799451319355
Fires,Eastern Europe and West-Central Asia,2006,279.04941941774
Forest Land,Eastern Europe and West-Central Asia,2006,-1913.2928307613
Organic Soil,Eastern Europe and West-Central Asia,2006,118.30769874444
Other Land,Eastern Europe and West-Central Asia,2006,-30.347252799901
Deforestation,Europe,2006,1.9238018787105
Fires,Europe,2006,6.04832498027
Forest Land,Europe,2006,-504.56926537395
Organic Soil,Europe,2006,200.45611481818
Other Land,Europe,2006,-23.855668927302
Deforestation,Latin America and Caribbean,2006,2244.0373857438
Fires,Latin America and Caribbean,2006,54.05338709211
Forest Land,Latin America and Caribbean,2006,-2132.4929334449
Organic Soil,Latin America and Caribbean,2006,13.791450636734
Other Land,Latin America and Caribbean,2006,15.73414041614
Deforestation,Middle East,2006,0.016743906978028
Fires,Middle East,2006,0.85463169337
Forest Land,Middle East,2006,-5.3673300878586
Other Land,Middle East,2006,-1.1644663420868
Deforestation,North America,2006,94.344418910091
Fires,North America,2006,93.35695598437
Forest Land,North America,2006,-533.34919874929
Organic Soil,North America,2006,97.190615857377
Other Land,North America,2006,-149.22979684418
Deforestation,South-East Asia and Pacific,2006,1218.4382694807
Fires,South-East Asia and Pacific,2006,494.27813697807
Forest Land,South-East Asia and Pacific,2006,-7.7961945913764
Organic Soil,South-East Asia and Pacific,2006,571.74737014609
Other Land,South-East Asia and Pacific,2006,639.25121941637
Deforestation,Southern Asia,2006,14.313505448064
Fires,Southern Asia,2006,2.65638553594
Forest Land,Southern Asia,2006,835.75383781616
Organic Soil,Southern Asia,2006,26.331626268124
Other Land,Southern Asia,2006,-0.079827982839102
Deforestation,Africa,2007,1039.8661470536
Fires,Africa,2007,509.28115771086
Forest Land,Africa,2007,-1723.3746455223
Organic Soil,Africa,2007,60.250199649496
Other Land,Africa,2007,-131.61228494437
Deforestation,"Australia, Japan, and New Zealand",2007,12.785495865607
Fires,"Australia, Japan, and New Zealand",2007,588.75351625322
Forest Land,"Australia, Japan, and New Zealand",2007,-478.24559866786
Organic Soil,"Australia, Japan, and New Zealand",2007,10.295660961382
Other Land,"Australia, Japan, and New Zealand",2007,16.020317815772
Deforestation,Eastern Asia,2007,4.0204607302458
Fires,Eastern Asia,2007,20.21380421907
Forest Land,Eastern Asia,2007,-567.67159864951
Organic Soil,Eastern Asia,2007,26.436394137761
Other Land,Eastern Asia,2007,-216.50901260102
Deforestation,Eastern Europe and West-Central Asia,2007,0.080909578765787
Fires,Eastern Europe and West-Central Asia,2007,170.04315319791
Forest Land,Eastern Europe and West-Central Asia,2007,-1877.4771374188
Organic Soil,Eastern Europe and West-Central Asia,2007,118.0903773173
Other Land,Eastern Europe and West-Central Asia,2007,-14.334812139323
Deforestation,Europe,2007,1.8460260427046
Fires,Europe,2007,10.97588797426
Forest Land,Europe,2007,-434.73815126094
Organic Soil,Europe,2007,199.60080739805
Other Land,Europe,2007,-35.72015380455
Deforestation,Latin America and Caribbean,2007,2415.010300375
Fires,Latin America and Caribbean,2007,35.98309283081
Forest Land,Latin America and Caribbean,2007,-2105.7299450047
Organic Soil,Latin America and Caribbean,2007,13.785991962766
Other Land,Latin America and Caribbean,2007,3.9181252565935
Deforestation,Middle East,2007,0.065016821641191
Fires,Middle East,2007,1.38531568416
Forest Land,Middle East,2007,-4.7603109284212
Other Land,Middle East,2007,-1.1644663420868
Deforestation,North America,2007,86.890989190972
Fires,North America,2007,164.51828029975
Forest Land,North America,2007,-631.25908902387
Organic Soil,North America,2007,97.335909098192
Other Land,North America,2007,-105.11388256676
Deforestation,South-East Asia and Pacific,2007,992.00013829909
Fires,South-East Asia and Pacific,2007,45.29595514232
Forest Land,South-East Asia and Pacific,2007,34.240387879526
Organic Soil,South-East Asia and Pacific,2007,506.36909497661
Other Land,South-East Asia and Pacific,2007,522.70147631878
Deforestation,Southern Asia,2007,16.019834804131
Fires,Southern Asia,2007,2.92081736278
Forest Land,Southern Asia,2007,846.60426041755
Organic Soil,Southern Asia,2007,26.352468723726
Other Land,Southern Asia,2007,-0.079827982839102
Deforestation,Africa,2008,1010.8286097456
Fires,Africa,2008,591.55075381808
Forest Land,Africa,2008,-1765.4410264151
Organic Soil,Africa,2008,60.311843662773
Other Land,Africa,2008,-130.5766912817
Deforestation,"Australia, Japan, and New Zealand",2008,11.108846399962
Fires,"Australia, Japan, and New Zealand",2008,229.75862544198
Forest Land,"Australia, Japan, and New Zealand",2008,-484.69342088946
Organic Soil,"Australia, Japan, and New Zealand",2008,10.288990541525
Other Land,"Australia, Japan, and New Zealand",2008,6.9827341698545
Deforestation,Eastern Asia,2008,6.5877815751482
Fires,Eastern Asia,2008,38.11101355601
Forest Land,Eastern Asia,2008,-506.94285375535
Organic Soil,Eastern Asia,2008,26.432910054583
Other Land,Eastern Asia,2008,-235.07765676219
Deforestation,Eastern Europe and West-Central Asia,2008,0.074015445348512
Fires,Eastern Europe and West-Central Asia,2008,438.25736397845
Forest Land,Eastern Europe and West-Central Asia,2008,-2022.7445487022
Organic Soil,Eastern Europe and West-Central Asia,2008,117.65782269442
Other Land,Eastern Europe and West-Central Asia,2008,-77.753420598235
Deforestation,Europe,2008,1.9529582887281
Fires,Europe,2008,2.98079493739
Forest Land,Europe,2008,-527.07407737332
Organic Soil,Europe,2008,200.1824461165
Other Land,Europe,2008,-0.85591787490461
Deforestation,Latin America and Caribbean,2008,2251.5937908547
Fires,Latin America and Caribbean,2008,46.38581299013
Forest Land,Latin America and Caribbean,2008,-2308.7143903175
Organic Soil,Latin America and Caribbean,2008,13.817577791331
Other Land,Latin America and Caribbean,2008,6.0561642494387
Deforestation,Middle East,2008,0.021136271867309
Fires,Middle East,2008,0.39010149726
Forest Land,Middle East,2008,-4.2467621326009
Other Land,Middle East,2008,-1.1644663420868
Deforestation,North America,2008,74.01575690822
Fires,North America,2008,68.9171572613
Forest Land,North America,2008,-804.22123919785
Organic Soil,North America,2008,97.472086410531
Other Land,North America,2008,-111.85464396416
Deforestation,South-East Asia and Pacific,2008,953.64053747065
Fires,South-East Asia and Pacific,2008,27.34761534381
Forest Land,South-East Asia and Pacific,2008,53.845377115846
Organic Soil,South-East Asia and Pacific,2008,495.850833459
Other Land,South-East Asia and Pacific,2008,510.7234593532
Deforestation,Southern Asia,2008,9.5320695467487
Fires,Southern Asia,2008,2.57056201452
Forest Land,Southern Asia,2008,875.76713679546
Organic Soil,Southern Asia,2008,26.340508766318
Other Land,Southern Asia,2008,-0.079827982839102
Deforestation,Africa,2009,1088.4647593963
Fires,Africa,2009,619.77374600879
Forest Land,Africa,2009,-1726.5191598325
Organic Soil,Africa,2009,60.373428381979
Other Land,Africa,2009,-127.48794273171
Deforestation,"Australia, Japan, and New Zealand",2009,14.321400614031
Fires,"Australia, Japan, and New Zealand",2009,269.38785845253
Forest Land,"Australia, Japan, and New Zealand",2009,-489.15264803569
Organic Soil,"Australia, Japan, and New Zealand",2009,10.190887351282
Other Land,"Australia, Japan, and New Zealand",2009,10.280629780821
Deforestation,Eastern Asia,2009,4.8384793947186
Fires,Eastern Asia,2009,19.90363140228
Forest Land,Eastern Asia,2009,-427.19111629897
Organic Soil,Eastern Asia,2009,26.464924884488
Other Land,Eastern Asia,2009,-253.64630092336
Deforestation,Eastern Europe and West-Central Asia,2009,0.14031556378649
Fires,Eastern Europe and West-Central Asia,2009,196.81704538541
Forest Land,Eastern Europe and West-Central Asia,2009,-2038.0396109051
Organic Soil,Eastern Europe and West-Central Asia,2009,117.68359912355
Other Land,Eastern Europe and West-Central Asia,2009,-10.203834714854
Deforestation,Europe,2009,1.7568802798127
Fires,Europe,2009,3.58556931946
Forest Land,Europe,2009,-602.03239782084
Organic Soil,Europe,2009,201.46701230202
Other Land,Europe,2009,10.838839038567
Deforestation,Latin America and Caribbean,2009,1604.0016479228
Fires,Latin America and Caribbean,2009,52.14888165918
Forest Land,Latin America and Caribbean,2009,-2298.4447157065
Organic Soil,Latin America and Caribbean,2009,13.817462706336
Other Land,Latin America and Caribbean,2009,-5.9500077415279
Deforestation,Middle East,2009,0.0037547261729855
Fires,Middle East,2009,0.44914481949
Forest Land,Middle East,2009,-4.0215627091716
Other Land,Middle East,2009,-1.1644663420868
Deforestation,North America,2009,60.426438240458
Fires,North America,2009,53.25397246794
Forest Land,North America,2009,-936.82417650341
Organic Soil,North America,2009,97.733379212045
Other Land,North America,2009,-114.63207386051
Deforestation,South-East Asia and Pacific,2009,1088.5911531363
Fires,South-East Asia and Pacific,2009,313.43484992554
Forest Land,South-East Asia and Pacific,2009,-2.8543513793211
Organic Soil,South-East Asia and Pacific,2009,502.93631685499
Other Land,South-East Asia and Pacific,2009,648.32317174518
Deforestation,Southern Asia,2009,14.974588188726
Fires,Southern Asia,2009,7.76019808063
Forest Land,Southern Asia,2009,894.77630584201
Organic Soil,Southern Asia,2009,26.342326789027
Other Land,Southern Asia,2009,-0.079827982839102
Deforestation,Africa,2010,1176.517624431
Fires,Africa,2010,605.85233659853
Forest Land,Africa,2010,-1652.0499465381
Organic Soil,Africa,2010,60.441975617399
Other Land,Africa,2010,-126.0349871409
Deforestation,"Australia, Japan, and New Zealand",2010,7.823725681094
Fires,"Australia, Japan, and New Zealand",2010,129.06256295841
Forest Land,"Australia, Japan, and New Zealand",2010,-480.41477505449
Organic Soil,"Australia, Japan, and New Zealand",2010,10.41956586913
Other Land,"Australia, Japan, and New Zealand",2010,0.93646655697383
Deforestation,Eastern Asia,2010,4.9422236149741
Fires,Eastern Asia,2010,13.20013303281
Forest Land,Eastern Asia,2010,-371.66660826773
Organic Soil,Eastern Asia,2010,26.471607047352
Other Land,Eastern Asia,2010,-272.21494508452
Deforestation,Eastern Europe and West-Central Asia,2010,0.15418640393211
Fires,Eastern Europe and West-Central Asia,2010,288.39338069154
Forest Land,Eastern Europe and West-Central Asia,2010,-1991.456825766
Organic Soil,Eastern Europe and West-Central Asia,2010,117.82681459535
Other Land,Eastern Europe and West-Central Asia,2010,-140.09901769115
Deforestation,Europe,2010,2.1916278560969
Fires,Europe,2010,3.7394092026
Forest Land,Europe,2010,-526.53277198835
Organic Soil,Europe,2010,200.48925547433
Other Land,Europe,2010,-13.068661499777
Deforestation,Latin America and Caribbean,2010,2243.931032632
Fires,Latin America and Caribbean,2010,57.4980681242
Forest Land,Latin America and Caribbean,2010,-2268.3373818136
Organic Soil,Latin America and Caribbean,2010,13.839041460485
Other Land,Latin America and Caribbean,2010,-1.9807386614819
Deforestation,Middle East,2010,0.0029332648507825
Fires,Middle East,2010,3.02046041258
Forest Land,Middle East,2010,-4.3467231533097
Other Land,Middle East,2010,-1.1644663420868
Deforestation,North America,2010,56.036020059843
Fires,North America,2010,67.46022816558
Forest Land,North America,2010,-825.68357870998
Organic Soil,North America,2010,98.004637398234
Other Land,North America,2010,-91.951266281931
Deforestation,South-East Asia and Pacific,2010,891.06069036378
Fires,South-East Asia and Pacific,2010,38.72015924996
Forest Land,South-East Asia and Pacific,2010,83.591261914067
Organic Soil,South-East Asia and Pacific,2010,514.86586579369
Other Land,South-East Asia and Pacific,2010,420.74386617428
Deforestation,Southern Asia,2010,6.3750320454964
Fires,Southern Asia,2010,4.25483222463
Forest Land,Southern Asia,2010,893.1266886657
Organic Soil,Southern Asia,2010,26.353628200093
Other Land,Southern Asia,2010,-0.079827982839102
Deforestation,Africa,2011,1280.6331325628
Fires,Africa,2011,790.50618192179
Forest Land,Africa,2011,-1556.1573526375
Organic Soil,Africa,2011,60.561158810377
Other Land,Africa,2011,-126.26090812367
Deforestation,"Australia, Japan, and New Zealand",2011,19.885665074445
Fires,"Australia, Japan, and New Zealand",2011,1201.9439017679
Forest Land,"Australia, Japan, and New Zealand",2011,-472.04227495432
Organic Soil,"Australia, Japan, and New Zealand",2011,10.407829438975
Other Land,"Australia, Japan, and New Zealand",2011,-0.62771790240838
Deforestation,Eastern Asia,2011,3.5685492593476
Fires,Eastern Asia,2011,22.39450712889
Forest Land,Eastern Asia,2011,-356.7101086144
Organic Soil,Eastern Asia,2011,26.546078516087
Other Land,Eastern Asia,2011,-290.78358924569
Deforestation,Eastern Europe and West-Central Asia,2011,0.15282263034473
Fires,Eastern Europe and West-Central Asia,2011,213.57652448212
Forest Land,Eastern Europe and West-Central Asia,2011,-1951.7137044151
Organic Soil,Eastern Europe and West-Central Asia,2011,118.15095181765
Other Land,Eastern Europe and West-Central Asia,2011,-67.124889300933
Deforestation,Europe,2011,1.713164378663
Fires,Europe,2011,6.43844592218
Forest Land,Europe,2011,-505.33893537328
Organic Soil,Europe,2011,201.76368439582
Other Land,Europe,2011,-13.291852363369
Deforestation,Latin America and Caribbean,2011,1750.7805167475
Fires,Latin America and Caribbean,2011,28.31493409198
Forest Land,Latin America and Caribbean,2011,-2205.2507146003
Organic Soil,Latin America and Caribbean,2011,13.860041115222
Other Land,Latin America and Caribbean,2011,25.037176142816
Deforestation,Middle East,2011,0.00093800322112057
Fires,Middle East,2011,1.21698177635
Forest Land,Middle East,2011,-3.9455632130009
Other Land,Middle East,2011,-1.1644663420868
Deforestation,North America,2011,52.366041367446
Fires,North America,2011,149.60508079571
Forest Land,North America,2011,-767.16280480782
Organic Soil,North America,2011,98.336213374656
Other Land,North America,2011,-131.72947791931
Deforestation,South-East Asia and Pacific,2011,973.93285205808
Fires,South-East Asia and Pacific,2011,165.46071392914
Forest Land,South-East Asia and Pacific,2011,178.59184226471
Organic Soil,South-East Asia and Pacific,2011,527.46109020093
Other Land,South-East Asia and Pacific,2011,431.5923594773
Deforestation,Southern Asia,2011,12.883399199139
Fires,Southern Asia,2011,1.60382076009
Forest Land,Southern Asia,2011,887.72796963517
Organic Soil,Southern Asia,2011,26.254644574031
Other Land,Southern Asia,2011,-0.079827982839102
Deforestation,Africa,2012,1360.3890240576
Fires,Africa,2012,667.29669243031
Forest Land,Africa,2012,-1416.2653725412
Organic Soil,Africa,2012,60.759601481558
Other Land,Africa,2012,-125.92978171129
Deforestation,"Australia, Japan, and New Zealand",2012,10.31733824186
Fires,"Australia, Japan, and New Zealand",2012,1148.2684576787
Forest Land,"Australia, Japan, and New Zealand",2012,-474.71998500512
Organic Soil,"Australia, Japan, and New Zealand",2012,9.8791312497206
Other Land,"Australia, Japan, and New Zealand",2012,-12.804320019737
Deforestation,Eastern Asia,2012,5.0360389684543
Fires,Eastern Asia,2012,20.82523541204
Forest Land,Eastern Asia,2012,-349.5209682487
Organic Soil,Eastern Asia,2012,26.570997229281
Other Land,Eastern Asia,2012,-309.35223340686
Deforestation,Eastern Europe and West-Central Asia,2012,0.17824122861467
Fires,Eastern Europe and West-Central Asia,2012,332.22513968235
Forest Land,Eastern Europe and West-Central Asia,2012,-1936.4898414383
Organic Soil,Eastern Europe and West-Central Asia,2012,118.53330272953
Other Land,Eastern Europe and West-Central Asia,2012,-223.47829274586
Deforestation,Europe,2012,2.3547375976958
Fires,Europe,2012,10.65474298885
Forest Land,Europe,2012,-519.86060996455
Organic Soil,Europe,2012,202.1728450523
Other Land,Europe,2012,-21.946773141148
Deforestation,Latin America and Caribbean,2012,1932.1931869046
Fires,Latin America and Caribbean,2012,30.76037017801
Forest Land,Latin America and Caribbean,2012,-2174.4489527902
Organic Soil,Latin America and Caribbean,2012,13.84965142392
Other Land,Latin America and Caribbean,2012,30.196191434492
Deforestation,Middle East,2012,0.17259500924388
Fires,Middle East,2012,0.50010150541
Forest Land,Middle East,2012,-2.9505701453936
Other Land,Middle East,2012,-1.1644663420868
Deforestation,North America,2012,68.849733849416
Fires,North America,2012,114.46089857173
Forest Land,North America,2012,-779.10383590714
Organic Soil,North America,2012,98.55592010146
Other Land,North America,2012,-139.42577719156
Deforestation,South-East Asia and Pacific,2012,1134.6459618036
Fires,South-East Asia and Pacific,2012,170.06817612558
Forest Land,South-East Asia and Pacific,2012,209.3000812351
